report_year,passage_id,word_count,topic_model_excluded,topic_model_exclusion_reason,topic_model_text
1890,1890_0021,113,False,,his ordinary duties they may appoint some other legally qualified medical practitioner having the qualification required for the office of medical officer of health of the district to make the examinations and give the certificates above referred to i am directed to add that the act does not empower a medical officer of health to charge any fee for a certificate under it nor is he entitled to any remuneration for the discharge of the duties imposed on him by the act in addition to the salary for the time being assigned to him as medical officer of health of course to effect the purpose of this act those certificates are renewable annually
1890,1890_0022,150,False,,i may add that in some instances i have had to call upon the owners of some houses to remedy grave sanitary defects which but for the special inspection might have escaped observation for some time it may be useful to quote the result of the deliberations of metropolitan officers of health concerning a reference to them by the conference of metropolitan members of vestries and district boards which took place on the 5th december last in the county hall spring gardens the reference demanded some common understanding concerning the meaning of the words contained in part ii of the housing of the working classes act 1890 which runs as follows a condition so dangerous or injurious to health as to be unfit for human habitation report whether a house is dangerous to health mainly depends upon a site and surroundings b construction c age and general want of repair d nuisances
1890,1890_0023,133,False,,17 a site a dwelling house built in a hollow or in a situation not admitting effectual drainage or exposed to malarial influences or built in a manner or on soil which causes or admits the air to be contaminated by injurious gasses might be properly represented under section 30 of the ' housing of the working classes act 1890 ' the fact that a dwelling house is built on a site so sur rounded by buildings that access of sufficient light and air is impossible would in our opinion be a good ground for repre sentation b construction under this head would be classed original defect of plan for example a dwelling house improperly ventilated or lighted or with the closet and dust bin so situated as to cause nuisance within the house any condition which results in permanent dampness
1890,1890_0024,197,False,,such faulty construction of chimney flues as permits products of com bustion from adjoining premises to permanently contaminate the air of living rooms c age and general want of repair this when it reaches a degree of dilapidation is obviously a just cause for representation d nuisances bad drainage faulty closets filth per se and c are in our opinion grounds for action taken under the ' nuisances re moval and sanitary acts ' but where affecting a whole dwelling house or where combined with faults of site and construction and general want of repair they justify action also under the 'housing of the working classes act ' in all the above cases the question of 'degree' comes in it is indeed this question of degree that renders precise defini tion impossible general principles can alone be laid down 18 this is obviously true but in any case it is satisfactory to know that magistrates are determined to assist local authorities to improve the dwellings of the poor the above list of mal conditions applicable to dwelling houses is no new invention of sanitary experts and daily experience constantly advises that greater efforts should be forthcoming to put into practice the knowledge which this experience brings
1890,1890_0025,202,False,,dr anders as a result of special investigations in philadelphia shows how much influence the width of streets exerts upon the tendency to phthisis in the inhabitants in other words complete movement of air about dwellings is a point of the utmost importance dr cameron in his report to the town council of leeds proves that back to back houses increase the risk of those living in them from death by diarrhoea thus 81 per cent of the deaths within his town took place in houses which had no through draughts against 19 per cent in houses with thorough ventilation you will therefore be prepared after these remarks to hear that i propose shortly to call your attention to some of those houses in your district which fall short of the requirements which are necessary to constitute a healthy home i have the honour to be gentlemen your obedient servant joseph loane 19 board of works whitechapel district sanitary department sir in connection with the year's work which has been tabulated in the usual way we have to report upon the extra important works the results of which are included in the tabulated work mentioned which have been carried out under our supervision during the past year
1890,1890_0028,178,False,,cottage pans and traps have been used throughout and have been set in bricks and cement with new seats to closets with 4 inch risers only the floors of closets have been concreted and cemented throughout new sinks have been provided where necessary and in all cases wastes from sinks have been disconnected from drain and made to discharge over earthenware syphon gullies the drain is now efficiently ventilated and is provided with a fresh air inlet and also an inspection chamber fitted with one of crapper's kenon intercepting traps made from design of dr corfield these houses being back to back erections special provisions had to be made for ventilation and which was effected by taking off small portions of the rooms and staircases and making a shaft in each house of several feet square from top of house to bottom fitted with windows looking into every room and on to every landing such windows being made to open and shut as well as the glass in top panes being so put in as to leave an inch opening at top
1890,1890_0029,207,False,,each shaft was fitted with skylight and fixed louvres by these means additional light and ventilation was obtained the property belonged to one owner and the cost of the works carried out was over 1000 21 nos 41 and 42 great alie st norwich court 7 artillery passage 12 spital square cesspools were found at each of these premises and it will be interesting to give a few particulars relating to each taking them in the order given 1st for some considerable time filthy matter had been percolating into basement of jewish working men's club in great alie street from the adjoining premises and it was not until every effort had failed to find out the cause that a complaint was lodged at this office upon visiting no 42 great alie street the drain was found stripped for inspection and there seemed nothing apparently wrong with it the drain of no 41 which adjoins was ordered to be opened up and was found to be very defective and the soil beneath very much saturated orders were given for all wet and filthy soil to be removed and after going down about two feet the top of a large cesspool was discovered this was ordered to be immediately cleared out and was subsequently filled in with dry rubbish
1890,1890_0030,185,False,,the cesspool was circular in shape 9 feet in diameter and 9 feet deep and there were 3 disused brick barrel drains running into it the party wall dividing yards of nos 41 and 42 great alie street and the closets of each house were built over this cesspool which had no other cover except the 2 feet of earth mentioned there is now no percolation into the club premises whatever 2nd a circular cesspool about 7 feet by 2 feet 6 inches diameter was found in norwich court through the brick barrel drain being opened up to find out cause of a stoppage this cesspool had an overflow into a deep shoot and all drainage passed down same and into and through the drain of no 18 upper east smithfield nos 16 and 17 upper east smithfield were connected into the brick barrel drain in norwich court the cesspool was cleared out and filled in with dry rubbish and concrete the discovery of this cesspool led to the re construction of drains of nos 16 17 and 18 upper east smithfield and to the construction of a pipe sewer in norwich court the latter work being carried out by the surveyor mr
1890,1890_0032,170,False,,the whole of the drains have been ventilated in all but one instance fresh air inlets have been provided syphon intercepting traps have been provided in every case and inspection manholes have been constructed in every case where necessary estimated cost of the whole of above works is 425 in conclusion we may state that the carrying out of the infectious diseases notification act has involved a very considerable amount of extra work during the past year as will be seen from the figures relating to disinfecting in the tabulated work before mentioned we are sir your obedient servants richard skidmore wrack sanitary inspectors thos p wrack 23 appendix slaughter houses whitechapel address to whom licensed 269 whitechapel road alfred garton 3 high street benjamin james wood 6 solomon horwitz and joseph lialter 27 thomas kefford 4 charles henry knight 2 robert lankester 52 joseph nathan 52 cable street mary pettitt mile end new town 147 hanbury street john arthur garton cow houses whitechapel address to whom licensed 11 black lion yard both sides john davis 6 whites row evan edwards 7 finch street william james
1891,1891_0012,185,False,,male a few hours old 12 hours old in the mile end new town sub district male 1 hour old these were all certified by midwives as cases of premature birth no inquest was held in any case during the year the coroners inquired into the cause of death inquests in 354 cases only 183 of investigations had reference to whitechapel district residents i am happy to be able to report the completion of the public mortuary it remains only for details of administration to be arranged and for regulations to be agreed to before the building can be opened to supply the necessity which your board has been until now unable to afford by reason of the difficulty in obtaining a suitable site in my last year's report your surveyor gave a description of the accommodation to be allowed and i am now of opinion that much benefit will result to the district from the new mortuary when it becomes generally known that so useful and excellent a building is available i have nothing to add to the reports which i have given annually in the past upon water supply
1891,1891_0014,170,False,,whilst on this subject it may not altogether be out of place if i allude to certain institutions which have latelj appeared in the district they are founded for philanthropic purposes and they escape police supervision because they avoid registration under the common lodging houses acts these so called 'shelters' are open apparently to all comers and the friends of the 'associations' endeavour with great vigour to supply them with lodgers collected from all parts of the metropolis and elsewhere it might have been hoped that the principals of the ' shelters ' would draft their visitors into useful employment in london the country or even in the colonies but a few particulars which i have been at the trouble to collect do not support the theory that such is the intention of the promoters of these refuges at any rate the result has not been in that direction i find that the district medical officers have during the year 15 1891 given admission orders into the whitechapel infirmary to lodgers from the following institutions shelter
1891,1891_0018,211,False,,the letter was a reply to a request for information in the form of a report concerning certain representations which the council is empowered to ask for so that the council may now have full information upon the works carried out by the whitechapel district board under the act mentioned i have appended a complete record up to date by such returns it will be seen that in two cases only have '' courts of law been invoked to aid the board in carrying on this part of its work it is further to be noticed that the returns indicate that through the action of the board of works for the whitechapel district 46 houses have been closed and pulled down 16 are undergoing process of demolition 53 have been closed by consent of the owners and 8 by magistrates' orders 19 have been repaired and cleansed and are re occupied and 28 are now under contract being extensively repaired thus in less than 10 months 170 houses have been dealt with by the board from a careful study of the new public health london act 1891 i am not sure but in some cases the modes of procedure introduced as well as the ultimate results to be derived from its operations will prove it to be better than the act of 1890
1891,1891_0019,217,False,,18 with the year 1891 terminate some acts of parliament with which local boards and their officers have publ ic health been for many years familiar such acts as london the nuisances removal act 1855 and its act 1891 amendment acts the various sanitary acts the diseases prevention act metropolis and c have done good service in the past and as they are all incorporated and amended in the new act which becomes operative on the 1st day of january 1892 a distinct gain will be generally felt by those who have to rely upon legal measures to obtain sanitary improvements it will of course be obvious that some difficulties may present themselves at first on account of the altered law and i have thought therefore that it would be of service to briefly draw attention to the chief changes that have taken place in sec 2 there has been added or dangerous to health to the former words a nuisance or injurious and some additions have been made to the list of nuisances it is also provided that overcrowding renders a house unfit whether the inmates are or are not members of the same family the absence of certain water fittings are deemed to cause a nuisance and this sedtion concludes by giving discretionary powers to a magistrate as regards overcrowding under certain circumstances
1891,1891_0020,198,False,,sec 3 renders it competent for any person to give notice to the sanitary authority of the existence of a nuisance every officer of a sanitary authority as well as every relieving officer must also give information in accordance with regulations which each body is called upon to make such authority will also give directions that the existence of a nuisance shall be immediately brought to the notice of any person who may be required to abate it and the officer shall do so by serving a written information sec 4 provides that in serving notice upon a person requiring the abatement of a nuisance the sanitary authority may or not at its discretion specify the works to be executed the offender may also be required to prevent the recurrence of the nuisance complained of even though it may for the time have been abated where overcrowding exists increased power is given by the addition of the words or part of a house 19 hitherto no adequate penalty was forthcoming even in cases of gross negletft by house owners a fine not exceeding ten pounds now introduced may cause a little more energy to be called forth when nuisances require abatement
1891,1891_0021,202,False,,sec 5 enacts that where such notice from the sanitary authority is disregarded a magistrate may make an order which at his discretion may specify what works shall be executed a closing order may also be made and a fine of not exceeding twenty pounds may be inflicted sec 6 provides for certain arrangements should an appeal from the magistrate's order be made to a court of quarter sessions against a prohibition or closing order or against an order for the execution of structural works in such an event the court has power to order that the works shall be executed by the sanitary authority who may recover the costs in a summary manner sec 7 enacts that a petty sessional court in the case of two convictions for overcrowding within a period of three months may order the house to be closed for such period as the court may deem necessary this order may be issued whether the persons convicted were or were not the same sec g in giving authority for the sale of things removed in carrying out works to abate a nuisance by the sanitary authority includes the words or doing what is necessary to prevent the recurrence of the nuisance
1891,1891_0022,175,False,,sec 11 does not provide that when expenses are sought to be recovered by the sanitary authority for abating a nuisance it shall be necessary to prove that the house was unfit for human habitation it is further said and in case of nuisances caused by the act or default of the owner of premises such costs and expenses may be recovered from any person who is for the time being owner of such premises it is also competent for the costs expenses and fines to be recovered in the high court or in a summary manner or in the county court sec 15 reads if a person causes any drain water closet earth closet privy or ash pit to be a nuisance or injurious or dangerous to health by wilfully destroying or damaging the same or any water supply apparatus pipe or work connected therewith or by otherwise wilfully stopping up or wilfully c2 20 interfering with or improperly using the same or any such water supply apparatus pipe or work he shall be liable to a fine not exceeding five pounds sec
1891,1891_0023,146,False,,16 calls upon every sanitary authority to make bye laws for certain purposes including the prevention of nuisances arising from snow ice salt dust ashes and c and c or other matter or thing in any street this section is founded upon michael angelo taylor's act as well as the metropolitan police act and the metropolis management a ft i find that the only whitechapel street named in the police act wherein refuse must not be collected between 10 a m and 7 p m is whitechapel high street up to church lane a penalty not exceeding forty shillings is incurred by infringing this clause sec 18 states where it is proved to the satisfaction of a petty sessional court that any locality premises or place are or is unfit for the keeping of any animal the court may by summary order prohibit the using thereof for that purpose for the future sec
1891,1891_0024,226,False,,19 deals with offensive trades with the addition of the words or horses after slaughterer of cattle sub section 2 has a saving clause as regards the business of soap boiler provided that this enactment shall not render any person liable to a fine for establishing anew with the sandlion of the county council or carrying on the business of soap boiler if and as long as that business is a business in which tallow or any animal fat or oil other than olein is not used by admixture with alkali for the production of soap the county council are to give their sanction after giving notice in the usual way and by causing a copy of the notice to be affixed in a conspicuous part of the said premises so that objections may be heard and considered sec 20 which deals with the licensing of cowhouses and slaughterhouses is enlarged so as to include a slaughterer of horses or knacker as well as a slaughterer of cattle or dairyman as of old the following sub sedlion 5 is altogether new where a committee of the county council determine to refuse or to recommend the council to refuse the renewal of any license 21 under this section the county council shall on written applica tion made within seven days after such determination is made known to the applicant hear the applicant against such refusal sec
1891,1891_0025,194,False,,21 provides for a fine where this part of the act is contravened of a sum not exceeding fifty pounds instead of as formerly five pounds for a first offence sec 22 which consists of two sub sections concerns local authorities only it enacts as follows the removal of house refuse and street refuse by a sanitary authority when collected or deposited by that authority shall be deemed to be a business carried on by that authority within the meaning of the last preceding section and a complaint or proceedings under that section in relation to any such business may be made or taken by the county council in like manner as if the council were a sanitary authority any premises used by a sanitary authority for the treatment or disposal of any street refuse or house refuse as distinct from the removal thereof which are a nuisance or injurious or dangerous to health shall be a nuisance liable to be dealt with summarily under this act and for the purpose of the application thereto of the provision of this act relating to such nuisances the county council shall be deemed to be a sanitary authority sees
1891,1891_0026,151,False,,22 exceeding five pounds and to a further fine not exceeding ten shillings for every day during which he continues to make default after conviction and the sanitary authority may if they think fit cause the workshop or part to be limewashed cleansed or purified and may recover in a summary manner the expenses incurred by them in so doing from the person on whom the notice was served this section shall apply to any factory which is not subject to the provisions of the factory and workshop act 1878 and the acts amending the same and to any workplace in like manner as it applies to a workshop sections thirty four thirty five and eighty one of the factory and workshop act 1878 and sections fifteen and sixteen of the factory and workshop act amendment act 1883 which relate to cleanliness ventilation and other sanitary conditions shall as respects every bakehouse which is a workshop be enforced
1891,1891_0027,114,False,,by the sanitary authority of the district in which the bakehouse is situate and they shall be the local authority within the meaning of those sections for the purposes of this section the provisions of this act with respect to the admission of the sanitary authority and their officers into any premises for any purpose in relation to nuisances shall apply in like manner as if they were herein re enacted and in terms made applicable to this section and every person refusing or failing to allow the sanitary authority or their officer to enter any premises in pursuance of those provisions for the purposes of this section shall be subject to a fine sec
1891,1891_0028,234,False,,30 recites it shall be the duty of every sanitary authority to secure the due removal at proper periods of house refuse from premises and the due cleansing out and emptying at proper periods of ashpits and of earth closets privies and cesspools if any in their district and the giving of sufficient 23 notice of the times appointed for such removal cleansing out and emptying and where the house refuse is not removed from ' any premises in the district at the ordinary period or any ashpit earth closet privy or cesspool in or under any building in the district is not cleansed out or emptied at the ordinary period and the occupier of the premises serves on the authority a written notice requiring the removal of such refuse or the cleansing out and emptying of the ashpit earth closet privy or cesspool as the case may be to comply with such notice within forty eight hours after that service exclusive of sundays and public holidays if a sanitary authority fail without reasonable cause to comply with this section they shall be liable to a fine not exceeding twenty pounds if any person in the employ of the sanitary authority or of any contractor with the sanitary authority demands from an occupier or his servant any fee or gratuity for removing any house refuse from any premises he shall be liable to a fine not exceeding twenty shillings sec
1891,1891_0029,197,False,,35 where it appears to a sanitary inspector that any accumulation of any obnoxious matter whether manure dung soil filth or other matter ought to be removed and it is not the duty of the sanitary authority to remove the same he shall serve notice on the owner thereof or on the occupier of the premises on which it exists requiring him to remove the same and if the notice is not complied with within forty eight hours from the service thereof exclusive of sundays and public holi days the matter referred to shall be the property of the sanitary authority and be removed and disposed of by them and the proceeds if any of such disposal shall be applied in payment of the expenses incurred with reference to the matter removed and the surplus if any shall be paid on demand to the former owner of the matter the expenses of such renewal and disposal so far as not covered by sych proceeds may be recovered by the sanitary authority in a summary manner from the former owner of the matter removed or from the occupier or where there is no occupier the owner of the premises 24 sec
1891,1891_0030,171,False,,37 sub section 4 b where a watercloset has before the commencement of this act been and regulations is used in common by the inmates of two as to water or more houses and in the opinion of the closets and c sanitary authority may continue to be pro perly so used they need not require a water closet to be provided for each house sec 39 the county council shall make bye laws with respect to waterclosets earth closets privies ashpits cesspools and receptacles for dung and the proper accessories thereof in connexion with buildings whether constructed before or after the passing of this act every sanitary authority shall make bye laws with respect to the keeping of water closets supplied with sufficient water for their effective action it shall be the duty of every sanitary authority to observe and enforce the bye laws under this section and any directions given by the sanitary authority under this act shall be in accordance with the said bye laws and so far as they are not so in accordance shall be void sec
1891,1891_0031,231,False,,40 which makes provision for the due care of water closets and c now includes ' ash pit ' sec 41 which forbids without the consent of the sanitary authority the re construction of any water closet earth closet privy ashpit or cesspool which has been ordered by them either not to be made or to be demolished now excludes sewer and drain which were mentioned in former acts sec 42 recites if a water closet or drain is so constructed or repaired as to be a nuisance or injurious or dangerous to health the person who undertook or executed such construction or repair shall unless he shows that such construction or repair was not due to any wilful act neglect or default be liable to a fine not exceeding twenty pounds provided that where a person is charged with an offence under this section he shall be entitled upon information duly laid by him to have any other person being his agent servant or workman whom he charges as the actual offender brought before the court at the time appointed for hearing the charge and if he 25 proves to the satisfaction of the court that he had used due diligence to prevent the commission of the offence and that the said other person committed the offence without his knowledge consent or connivance he shall be exempt from any fine and the said other person may be summarily convicted of the offence sec
1891,1891_0032,227,False,,47 sub section 3 provides where it is shown that any article liable to be seized under this section unsound and found in the possession of any person was food purchased by him from another person for the food of man and when so purchased was in such a condition as to be liable to be seized and condemned under this section the person who so sold the same shall be liable to the fine and imprisonment above mentioned t unless he proves that at the time he sold the said article he did not know and had no reason to believe that it was in such condition where a person convicted of an offence under this section has been within twelve months previously convicted of an offence under this section the court may if it thinks fit and finds that he knowingly and wilfully committed both such offences order that a notice of the facts be affixed in such form and manner and for such period not exceeding twenty one days as the court may order to any premises occupied by that person and that the person do pay the costs of such affixing and if any person obstructs the affixing of such notice or removes defaces or conceals the notice while affixed during the said period he shall for each offence be liable to a fine not exceeding five pounds
1891,1891_0033,204,False,,if the occupier of a licensed slaughter house is convicted of an offence under this section the court convicting him may cancel the license for such slaughter house '' not exceeding fifty pounds for every animal or article or if the article consists of fruit vegetables corn bread or flour for every parcel thereof so condemned or at the discretion of the court without the inflidtion of a fine to imprisonment for a term of not more than six months with or without hard labour 26 where a person has in his possession any article which is unsound or unwholesome or unfit for the food of man he may by written notice to the sanitary authority specifying such article and containing a sufficient identification of it request its removal and the sanitary authority shall cause it to be removed as if it were trade refuse sec 48 a house which after the commencement of this act is newly erefted or is pulled down to or below provisions as the ground floor and rebuilt shall not be to water occupied as a dwelling house until the sanitary authority have certified that it has a proper and sufficient supply of water either from a water company or by some other means
1891,1891_0034,189,False,,if the sanitary authority refuse such certificate or fail to give it within one month after written request for the same from the owner of the house the owner of the house may apply to a petty sessional court and that court after hearing or giving the sanitary authority an opportunity to be heard may if they think the certificate ought to have been granted make an order authorising the occupation of the house but unless such order is made an owner who occupies or permits to be occupied the house as a dwelling house without such certificate shall be liable to a fine not exceeding ten pounds and to a fine not exceeding twenty shillings for every day during which it is so occupied until a proper and sufficient supply of water is provided but the imposition of such a fine shall be without prejudice to any proceedings for obtaining a closing order sec 49 now requires water companies to do legally that which they always did viz where they cut off the water supply from any house to notify the same within twenty four hours to the sanitary authority
1891,1891_0035,244,False,,a breach of this clause is punishable by a fine of ten pounds sec 50 enacts that every sanitary authority shall make bye laws for securing the cleanliness and freedom from pollution of tanks cisterns and other receptacles used for storing of water used or likely to be used by man for drinking or domestic purposes or for manufacturing drink for the use of man sec 54 is amended by the addition of the words or for manu facturing drink for the use of man and or is likely to be so 27 polluted and or dangerous all in 5th and the 6th lines of the section ' sec 55 amends the former act by requiring the medical practitioner who notifies to the sanitary authority to infectious amplify the particulars in accordance with the diseases amended form it also modifies the duties of notification superintendents to the asylums board hospitals so far as concerns notification to sanitary authorities it further requires that the medical officer of health shall within twelve hours from the receipt of notification of an infectious disease send a copy to the head teacher of the school attended by the patient if a child or by any child who is an inmate of the same house as the patient it is also enacted that the metropolitan asylum managers shall send weekly to every medical officer of health such return of the infectious diseases of which they receive certificates in pursuance of this section as the county council require sec
1891,1891_0036,181,False,,60 gives power to any legally qualified medical practitioner as well as to the medical officer of health to infectious certify that the destruction of such articles diseases would tend to prevent or check any dangerous prevention infectious disease the sanitary authority shall then serve notice on the master or where the house or part is unoccupied on the owner then the sanitary authority must be responsible for the proper and efficient performance of this duty sees 61 62 63 64 65 66 67 and 68 are re enactments of former law with some few enlargements of meaning thus the master of any house or part of a house is the person primarily responsible under this part of the act sees 69 and 70 enact that a person who knows himself to be suffering from a dangerous infectious disease shall not milk any animal or pick fruit and shall not engage in any occupation connected with food or carry on any trade or business in such a manner as to be likely to spread the infectious disease and if he does so he shall be liable to a fine not exceeding ten pounds
1891,1891_0037,178,False,,it shall not be lawful for any owner or driver of a public con veyance knowingly to convey or for any other person knowingly to place in any public conveyance a person suffering from any 28 dangerous infectious disease or for a person suffering from any such disease to enter any public conveyance and if he does so he shall be liable to a fine not exceeding ten pounds and if any person so suffering is conveyed in any public conveyance the owner or driver thereof as soon as it comes to his knowledge shall give notice to the sanitary authority and shall cause such conveyance to be disinfected and if he fails so to do he shall be liable to a fine not exceeding five pounds and the owner or driver of such conveyance shall be entitled to recover in a summary manner from the person so conveyed by him or from the person causing that person to be so conveyed a sum sufficient to cover any loss and expense incurred by him in connexion with such disinfection
