report_year,passage_id,term,category,word_count,passage_text,source_file
1890,1890_0011,rooms,housing,173,"Lift provided from ground floor into Viewing Lobby. Landing in centre of building, lighted and ventilated from above. The floors to the Post Mortem Room, Mortuaries, Catacombs, Viewing Lobby, Watcher's Room, and W.C., formed with Portland cement. The floors to Waiting Rooms, Lavatory, Coroner's Court, and W.C., formed with pitch pine wood blocks, laid herring-bone pattern. UNCERTIFIED DEATHS. Only 3 uncertified deaths occurred, viz. :�A male, aged one hour, certified by a midwife as premature birth. This was in the Goodman's Fields sub-district. In the Spitalfields sub-district two deaths were stated to be due to Bronchitis; one was a B 10 woman, aged 38, and the other a girl, aged two years. All were registered, by instruction of the Coroner, without inquests. WATER SUPPLY TO THE DISTRICT. From the published monthly returns furnished by the experts who examine regularly into the condition of the water supplied by the Companies, it appears that good water has been distributed in sufficient quantity during the year. Constant service is the mode of supply nearly throughout the District.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0011,water supply,sanitary,173,"Lift provided from ground floor into Viewing Lobby. Landing in centre of building, lighted and ventilated from above. The floors to the Post Mortem Room, Mortuaries, Catacombs, Viewing Lobby, Watcher's Room, and W.C., formed with Portland cement. The floors to Waiting Rooms, Lavatory, Coroner's Court, and W.C., formed with pitch pine wood blocks, laid herring-bone pattern. UNCERTIFIED DEATHS. Only 3 uncertified deaths occurred, viz. :�A male, aged one hour, certified by a midwife as premature birth. This was in the Goodman's Fields sub-district. In the Spitalfields sub-district two deaths were stated to be due to Bronchitis; one was a B 10 woman, aged 38, and the other a girl, aged two years. All were registered, by instruction of the Coroner, without inquests. WATER SUPPLY TO THE DISTRICT. From the published monthly returns furnished by the experts who examine regularly into the condition of the water supplied by the Companies, it appears that good water has been distributed in sufficient quantity during the year. Constant service is the mode of supply nearly throughout the District.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0016,dwellings,housing,170,"For the whole Metropolis 9.0 per cent. of cases remained finally unaccounted for. METEOROLOGICAL RETURNS. The concluding statistical work for the year which I propose to append as usual, are the Meteorological Tables. They deserve more careful scrutiny than I am afraid they usually receive. LEGISLATION DURING THE YEAR 1890. The enactment which has priority, on account of its importance, is the ""Housing of the Working Classes Act, 1890,"" (53 and 54 Vict., ch. 70.) This Act consolidates and amends, as also repeals ""Cross's Act,"" ""Torrens' Act,"" and their amendments, as well as the ""Labouring Classes Dwellings Acts of 1851, 1866, and 1867,"" ; the ""Housing of the Working Classes Act, 1885,"" except sections 3, 7, 9, and 10 (so far as the latter relates to bye-laws). It also repeals the ""Labouring Classes Lodging Houses (England) Act of 1851,"" and the ""Labouring Classes Lodging Houses (Ireland) Acts,"" and the ""Dwelling Houses (Scotland) Act."" It is divided into seven parts, which contain 103 sections. Certain temporary provisionsand seven schedules are also included in this Act. Part i. may, for all practical purposes, be thought of as Cross's Act.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0016,houses,housing,170,"For the whole Metropolis 9.0 per cent. of cases remained finally unaccounted for. METEOROLOGICAL RETURNS. The concluding statistical work for the year which I propose to append as usual, are the Meteorological Tables. They deserve more careful scrutiny than I am afraid they usually receive. LEGISLATION DURING THE YEAR 1890. The enactment which has priority, on account of its importance, is the ""Housing of the Working Classes Act, 1890,"" (53 and 54 Vict., ch. 70.) This Act consolidates and amends, as also repeals ""Cross's Act,"" ""Torrens' Act,"" and their amendments, as well as the ""Labouring Classes Dwellings Acts of 1851, 1866, and 1867,"" ; the ""Housing of the Working Classes Act, 1885,"" except sections 3, 7, 9, and 10 (so far as the latter relates to bye-laws). It also repeals the ""Labouring Classes Lodging Houses (England) Act of 1851,"" and the ""Labouring Classes Lodging Houses (Ireland) Acts,"" and the ""Dwelling Houses (Scotland) Act."" It is divided into seven parts, which contain 103 sections. Certain temporary provisionsand seven schedules are also included in this Act. Part i. may, for all practical purposes, be thought of as Cross's Act.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0016,lodging house,housing,170,"For the whole Metropolis 9.0 per cent. of cases remained finally unaccounted for. METEOROLOGICAL RETURNS. The concluding statistical work for the year which I propose to append as usual, are the Meteorological Tables. They deserve more careful scrutiny than I am afraid they usually receive. LEGISLATION DURING THE YEAR 1890. The enactment which has priority, on account of its importance, is the ""Housing of the Working Classes Act, 1890,"" (53 and 54 Vict., ch. 70.) This Act consolidates and amends, as also repeals ""Cross's Act,"" ""Torrens' Act,"" and their amendments, as well as the ""Labouring Classes Dwellings Acts of 1851, 1866, and 1867,"" ; the ""Housing of the Working Classes Act, 1885,"" except sections 3, 7, 9, and 10 (so far as the latter relates to bye-laws). It also repeals the ""Labouring Classes Lodging Houses (England) Act of 1851,"" and the ""Labouring Classes Lodging Houses (Ireland) Acts,"" and the ""Dwelling Houses (Scotland) Act."" It is divided into seven parts, which contain 103 sections. Certain temporary provisionsand seven schedules are also included in this Act. Part i. may, for all practical purposes, be thought of as Cross's Act.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0016,working classes,inequality,170,"For the whole Metropolis 9.0 per cent. of cases remained finally unaccounted for. METEOROLOGICAL RETURNS. The concluding statistical work for the year which I propose to append as usual, are the Meteorological Tables. They deserve more careful scrutiny than I am afraid they usually receive. LEGISLATION DURING THE YEAR 1890. The enactment which has priority, on account of its importance, is the ""Housing of the Working Classes Act, 1890,"" (53 and 54 Vict., ch. 70.) This Act consolidates and amends, as also repeals ""Cross's Act,"" ""Torrens' Act,"" and their amendments, as well as the ""Labouring Classes Dwellings Acts of 1851, 1866, and 1867,"" ; the ""Housing of the Working Classes Act, 1885,"" except sections 3, 7, 9, and 10 (so far as the latter relates to bye-laws). It also repeals the ""Labouring Classes Lodging Houses (England) Act of 1851,"" and the ""Labouring Classes Lodging Houses (Ireland) Acts,"" and the ""Dwelling Houses (Scotland) Act."" It is divided into seven parts, which contain 103 sections. Certain temporary provisionsand seven schedules are also included in this Act. Part i. may, for all practical purposes, be thought of as Cross's Act.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0017,medical officer,governance,181,"Part ii. is Torrens' Act much amended. It gives power to local authorities to prepare schemes very similiar to the arrangement in part i. An element of doubtful benefit has been the substitution of the Medical Officer for the Surveyor, as the Official upon whom is cast the chief responsibility in its execution. It appears to have been amended with a view to compel Local Authorities to execute large improvements, which hitherto had fallen to the lot of the Central Authority. The latter, 14 at its option, has power to contribute towards the cost, and herein lies the germ of future discontent and trouble, as the London County Council has not hesitated to declare its intention to share the cost only when an improvement partakes more or less of the nature of a Metropolitan improvement. An appeal to C�sar in the event of a difference of opinion is provided for, as the Home Secretary has important functions in the case of dispute. Part iii. belongs to the County Council, and is in reality "" Lord Shaftesbury's Acts,"" which relate to Lodging Houses.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0017,lodging house,housing,181,"Part ii. is Torrens' Act much amended. It gives power to local authorities to prepare schemes very similiar to the arrangement in part i. An element of doubtful benefit has been the substitution of the Medical Officer for the Surveyor, as the Official upon whom is cast the chief responsibility in its execution. It appears to have been amended with a view to compel Local Authorities to execute large improvements, which hitherto had fallen to the lot of the Central Authority. The latter, 14 at its option, has power to contribute towards the cost, and herein lies the germ of future discontent and trouble, as the London County Council has not hesitated to declare its intention to share the cost only when an improvement partakes more or less of the nature of a Metropolitan improvement. An appeal to C�sar in the event of a difference of opinion is provided for, as the Home Secretary has important functions in the case of dispute. Part iii. belongs to the County Council, and is in reality "" Lord Shaftesbury's Acts,"" which relate to Lodging Houses.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0018,board,governance,197,"Part iv. is supplemental to the foregoing parts of the act. Parts v. and vi. apply respectively to Scotland and Ireland. Part vii. names the sections of, or the entire acts which are repealed, and also contains the schedules and temporary provisions. I do not propose to detail the many advantages and the objections which this act contain. Certain points are difficult to understand, and only in practice can the entire merits be declared patent. It has obviously been the desire of the framers of this act to enlarge the powers of the Local Authorities in dealing with insanitary dwellings and I am glad to be in a position to state that, so far as your Board is concerned, such object will be most loyally seconded. INFECTIOUS DISEASES (PREVENTION) ACT, 1890. (53 and 54 Vict, ch. 34.) This act became operative on the 4th December last. Your board, during the same month, decided to inforce all the provisions contained in it. The act has reference to the inspection of dairies under certain conditions. It also gives power to prohibit the supply of milk within a district, when such supply reasonably appears to have been the cause of the introduction of disease therein.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0018,inspection,governance,197,"Part iv. is supplemental to the foregoing parts of the act. Parts v. and vi. apply respectively to Scotland and Ireland. Part vii. names the sections of, or the entire acts which are repealed, and also contains the schedules and temporary provisions. I do not propose to detail the many advantages and the objections which this act contain. Certain points are difficult to understand, and only in practice can the entire merits be declared patent. It has obviously been the desire of the framers of this act to enlarge the powers of the Local Authorities in dealing with insanitary dwellings and I am glad to be in a position to state that, so far as your Board is concerned, such object will be most loyally seconded. INFECTIOUS DISEASES (PREVENTION) ACT, 1890. (53 and 54 Vict, ch. 34.) This act became operative on the 4th December last. Your board, during the same month, decided to inforce all the provisions contained in it. The act has reference to the inspection of dairies under certain conditions. It also gives power to prohibit the supply of milk within a district, when such supply reasonably appears to have been the cause of the introduction of disease therein.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0018,dwellings,housing,197,"Part iv. is supplemental to the foregoing parts of the act. Parts v. and vi. apply respectively to Scotland and Ireland. Part vii. names the sections of, or the entire acts which are repealed, and also contains the schedules and temporary provisions. I do not propose to detail the many advantages and the objections which this act contain. Certain points are difficult to understand, and only in practice can the entire merits be declared patent. It has obviously been the desire of the framers of this act to enlarge the powers of the Local Authorities in dealing with insanitary dwellings and I am glad to be in a position to state that, so far as your Board is concerned, such object will be most loyally seconded. INFECTIOUS DISEASES (PREVENTION) ACT, 1890. (53 and 54 Vict, ch. 34.) This act became operative on the 4th December last. Your board, during the same month, decided to inforce all the provisions contained in it. The act has reference to the inspection of dairies under certain conditions. It also gives power to prohibit the supply of milk within a district, when such supply reasonably appears to have been the cause of the introduction of disease therein.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0019,local government board,governance,158,"Its other sections have reference to the cleansing and disinfecting of premises, bedding, etc., as well as providing a penalty on persons causing rooms, where infectious diseases have appeared, to be let, without declaring what has taken place. Precautions regarding the dead, etc., and other important provisions concerning sanitary matters are contained in this act, which consists of 34 sections. 15 CUSTOMS AND INLAND REVENUE ACT, 1890. (54 Vict., ch. 8). Section 26 (2). Previous to the passing of this act, a Treasury Minute had conceded to certain owners of property that which is contained in the section I have named. It is certainly remarkable that, until it became law, nothing was known amongst Local Vestries or District Boards of this provision concerning a matter which imposes much responsibility and great labour upon Medical Officers of Health. The secftion mentioned was brought to your notice as well as to mine by a letter, dated 19th September, 1890, and signed by the secretary of the Local Government Board.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0019,rooms,housing,158,"Its other sections have reference to the cleansing and disinfecting of premises, bedding, etc., as well as providing a penalty on persons causing rooms, where infectious diseases have appeared, to be let, without declaring what has taken place. Precautions regarding the dead, etc., and other important provisions concerning sanitary matters are contained in this act, which consists of 34 sections. 15 CUSTOMS AND INLAND REVENUE ACT, 1890. (54 Vict., ch. 8). Section 26 (2). Previous to the passing of this act, a Treasury Minute had conceded to certain owners of property that which is contained in the section I have named. It is certainly remarkable that, until it became law, nothing was known amongst Local Vestries or District Boards of this provision concerning a matter which imposes much responsibility and great labour upon Medical Officers of Health. The secftion mentioned was brought to your notice as well as to mine by a letter, dated 19th September, 1890, and signed by the secretary of the Local Government Board.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0019,sanitary,sanitary,158,"Its other sections have reference to the cleansing and disinfecting of premises, bedding, etc., as well as providing a penalty on persons causing rooms, where infectious diseases have appeared, to be let, without declaring what has taken place. Precautions regarding the dead, etc., and other important provisions concerning sanitary matters are contained in this act, which consists of 34 sections. 15 CUSTOMS AND INLAND REVENUE ACT, 1890. (54 Vict., ch. 8). Section 26 (2). Previous to the passing of this act, a Treasury Minute had conceded to certain owners of property that which is contained in the section I have named. It is certainly remarkable that, until it became law, nothing was known amongst Local Vestries or District Boards of this provision concerning a matter which imposes much responsibility and great labour upon Medical Officers of Health. The secftion mentioned was brought to your notice as well as to mine by a letter, dated 19th September, 1890, and signed by the secretary of the Local Government Board.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0020,medical officer,governance,169,"The certificate is to be obtained from the ""Medical Officer for Health for the district in which the house is ""situate or from some other medical practioner appointed as ""hereinafter mentioned. ""The Act makes it the duty of the Medical Officer of Health ""of a district, on request by the. person who would be liable to ""pay the house duty on any house in the district, if the duty were ""not discharged by the Commissioners, to examine the house for ""the purpose of ascertaining whether a certificate can properly be ""given; and if the house is constructed so as to afford suitable ""accommodation for each of the families or persons inhabiting it, ""and due provision is made for their sanitary requirements, he ""must certify the same accordingly. ""The Act however, provides that where the authority by 16 ""whom the Medical Officer of Health is appointed are of opinion ""that the duties which would thus devolve on him could not be ""performed by him without interference with the due performance ""of",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0020,sanitary,sanitary,169,"The certificate is to be obtained from the ""Medical Officer for Health for the district in which the house is ""situate or from some other medical practioner appointed as ""hereinafter mentioned. ""The Act makes it the duty of the Medical Officer of Health ""of a district, on request by the. person who would be liable to ""pay the house duty on any house in the district, if the duty were ""not discharged by the Commissioners, to examine the house for ""the purpose of ascertaining whether a certificate can properly be ""given; and if the house is constructed so as to afford suitable ""accommodation for each of the families or persons inhabiting it, ""and due provision is made for their sanitary requirements, he ""must certify the same accordingly. ""The Act however, provides that where the authority by 16 ""whom the Medical Officer of Health is appointed are of opinion ""that the duties which would thus devolve on him could not be ""performed by him without interference with the due performance ""of",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0021,medical officer,governance,113,"his ordinary duties, they may appoint some other legally ""qualified medical practitioner, having the qualification required ""for the office of Medical Officer of Health of the District, to ""make the examinations and give the certificates above referred "" to. ""I am directed to add that the Act does not empower a ""Medical Officer of Health to charge any fee for a certificate ""under it, nor is he entitled to any remuneration for the discharge ""of the duties imposed on him by the Act in addition to the ""salary for the time being assigned to him as Medical Officer of ""Health."" Of course, to effect the purpose of this Act, those certificates are renewable annually.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0022,inspection,governance,150,"I may add that, in some instances, I have had to call upon the owners of some houses to remedy grave sanitary defects, which, but for the special inspection, might have escaped observation for some time. It may be useful to quote the result of the deliberations of Metropolitan Officers of Health, concerning a reference to them by the Conference of Metropolitan Members of Vestries and District Boards, which took place on the 5th December last, in the County Hall, Spring Gardens. The reference demanded some common understanding concerning the meaning of the words contained in Part ii. of the ""Housing of the Working Classes Act, 1890,"" which runs as follows :�""A condition so dangerous ""or injurious to health, as to be unfit for human habitation."" REPORT. ""Whether a house is dangerous to health mainly depends ""upon� (a) Site and surroundings. (b) Construction. (c) Age and general want of repair. (d) Nuisances.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0022,houses,housing,150,"I may add that, in some instances, I have had to call upon the owners of some houses to remedy grave sanitary defects, which, but for the special inspection, might have escaped observation for some time. It may be useful to quote the result of the deliberations of Metropolitan Officers of Health, concerning a reference to them by the Conference of Metropolitan Members of Vestries and District Boards, which took place on the 5th December last, in the County Hall, Spring Gardens. The reference demanded some common understanding concerning the meaning of the words contained in Part ii. of the ""Housing of the Working Classes Act, 1890,"" which runs as follows :�""A condition so dangerous ""or injurious to health, as to be unfit for human habitation."" REPORT. ""Whether a house is dangerous to health mainly depends ""upon� (a) Site and surroundings. (b) Construction. (c) Age and general want of repair. (d) Nuisances.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0022,working classes,inequality,150,"I may add that, in some instances, I have had to call upon the owners of some houses to remedy grave sanitary defects, which, but for the special inspection, might have escaped observation for some time. It may be useful to quote the result of the deliberations of Metropolitan Officers of Health, concerning a reference to them by the Conference of Metropolitan Members of Vestries and District Boards, which took place on the 5th December last, in the County Hall, Spring Gardens. The reference demanded some common understanding concerning the meaning of the words contained in Part ii. of the ""Housing of the Working Classes Act, 1890,"" which runs as follows :�""A condition so dangerous ""or injurious to health, as to be unfit for human habitation."" REPORT. ""Whether a house is dangerous to health mainly depends ""upon� (a) Site and surroundings. (b) Construction. (c) Age and general want of repair. (d) Nuisances.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0022,nuisances,sanitary,150,"I may add that, in some instances, I have had to call upon the owners of some houses to remedy grave sanitary defects, which, but for the special inspection, might have escaped observation for some time. It may be useful to quote the result of the deliberations of Metropolitan Officers of Health, concerning a reference to them by the Conference of Metropolitan Members of Vestries and District Boards, which took place on the 5th December last, in the County Hall, Spring Gardens. The reference demanded some common understanding concerning the meaning of the words contained in Part ii. of the ""Housing of the Working Classes Act, 1890,"" which runs as follows :�""A condition so dangerous ""or injurious to health, as to be unfit for human habitation."" REPORT. ""Whether a house is dangerous to health mainly depends ""upon� (a) Site and surroundings. (b) Construction. (c) Age and general want of repair. (d) Nuisances.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
1890,1890_0022,sanitary,sanitary,150,"I may add that, in some instances, I have had to call upon the owners of some houses to remedy grave sanitary defects, which, but for the special inspection, might have escaped observation for some time. It may be useful to quote the result of the deliberations of Metropolitan Officers of Health, concerning a reference to them by the Conference of Metropolitan Members of Vestries and District Boards, which took place on the 5th December last, in the County Hall, Spring Gardens. The reference demanded some common understanding concerning the meaning of the words contained in Part ii. of the ""Housing of the Working Classes Act, 1890,"" which runs as follows :�""A condition so dangerous ""or injurious to health, as to be unfit for human habitation."" REPORT. ""Whether a house is dangerous to health mainly depends ""upon� (a) Site and surroundings. (b) Construction. (c) Age and general want of repair. (d) Nuisances.",data/raw/moh/Whitechapel_1890_b19883651_fulltext.txt
